conf_num z qprop_value
45 10 (2.35366656885469e-05-8.674110697957921e-07j)
45 11 (1.0329991428316607e-05-6.885183023436895e-07j)
45 12 (4.605960520739669e-06-3.175373218856569e-07j)
45 13 (2.107929211428162e-06-1.671961002587167e-07j)
45 14 (9.573427713175992e-07-9.097835682930639e-08j)
45 15 (4.241959212225445e-07-5.3019667757512256e-08j)
45 16 (1.7411645979712346e-07-3.371903332114745e-08j)
45 17 (8.053684185881717e-08-1.6239781231147517e-08j)
45 18 (3.730590480653554e-08-2.31220673070663e-09j)
45 19 (1.7766948183409516e-08+5.03210676627256e-10j)
45 20 (8.170769580744961e-09+2.1970400535775743e-10j)
45 21 (4.061359607816571e-09-1.421362004528225e-10j)
45 22 (1.8470254293484363e-09-2.3342135983143855e-10j)
45 23 (7.109550098094675e-10-1.1826294836235258e-10j)
45 24 (-1.7078038415367058e-10-5.500994315563622e-11j)
45 25 (-1.2798936885689198e-09-8.088834177859524e-11j)
45 26 (-3.2491073563489935e-09-1.7382214255326237e-10j)
45 27 (-6.671883841342016e-09-5.128886950489983e-10j)
45 28 (-1.3766059928387737e-08-2.817841386003082e-10j)
45 29 (-2.651365050076253e-08-1.2315102199569644e-09j)
45 30 (-5.531390662573659e-08-4.418268444722938e-09j)
45 31 (-1.204577849000076e-07-2.2466416334207658e-09j)
45 32 (-2.517453101522804e-07+1.0393153185839955e-08j)
45 33 (-4.908390941359341e-07+3.342056807551737e-08j)
45 34 (-1.0035796987117894e-06+8.315106487196413e-08j)
45 35 (-2.141721902550173e-06+1.4156078689915083e-07j)
45 36 (-4.789744835902328e-06+1.5600272705050136e-07j)
45 37 (-1.06946685726584e-05+6.057530523444505e-08j)
45 38 (-2.3752054378311318e-05+3.1220299585460104e-07j)
45 39 (-5.3458869902666294e-05+1.000519319426382e-06j)
45 40 (-0.00012432774681239614+4.767151270432508e-06j)
45 41 (-0.0002923015614577327+1.0411848138710687e-05j)
45 42 (-0.0008059088162192254+3.752384576690196e-05j)
45 43 (-0.0023723272860227966+0.00011064031925374952j)
45 44 (-0.007544562642971537+0.0002235766166745466j)
45 45 (-0.02586084460109635+0.00022232518684062112j)
45 46 (-0.09980246756751188+0.0005993434237408745j)
45 47 (-0.4105232373615899-0.0005532365087752954j)
46 0 (-1.274933115492001e-14+0.00016139284452511038j)
46 1 (0.413437506246389-0.000262517964819177j)
46 2 (0.10136274214496722-0.00012478126736950034j)
46 3 (0.025727277587800544-1.5240829144083656e-05j)
46 4 (0.007430985026109317+1.8646085418345036e-05j)
46 5 (0.0023767566432164565-3.489142137027976e-05j)
46 6 (0.0008412917310370296-2.3460674031612143e-05j)
46 7 (0.00032206316850786286-5.672783113506339e-06j)
46 8 (0.00013010848594112486+1.840261625178339e-06j)
46 9 (5.480579534113397e-05+1.556835920121815e-06j)
46 10 (2.3481343117664605e-05+8.716323943572317e-07j)
46 11 (1.0605218241518645e-05+2.760581626788733e-07j)
46 12 (4.69261871612776e-06+3.664408126081602e-09j)
46 13 (2.1816732455147593e-06-4.52102764196474e-08j)
46 14 (9.650189911937834e-07-1.6145173445687484e-08j)
46 15 (4.350942789392671e-07-5.03230666648317e-09j)
46 16 (1.9780227556804436e-07-6.686727183497721e-09j)
46 17 (8.657802058613778e-08-6.619383843105283e-10j)
46 18 (4.259455123112155e-08+2.7693190928155644e-09j)
46 19 (1.9617512490463775e-08+1.0466245597174786e-09j)
46 20 (9.083486590697263e-09+1.0630742743672873e-09j)
46 21 (4.584028839909405e-09+4.3105531052064314e-10j)
46 22 (2.436654196347672e-09+1.3290079905312643e-10j)
46 23 (1.156796786625223e-09+1.322349577662131e-10j)
46 24 (2.635557790971954e-10+1.117828565407041e-10j)
46 25 (-5.463582139798927e-10+1.9336035879283065e-12j)
46 26 (-1.8547291911119487e-09+1.0898132076817863e-10j)
46 27 (-4.013829260541385e-09+3.943371740696642e-10j)
46 28 (-8.938270401562391e-09+3.376703573147124e-10j)
46 29 (-1.9658744947988014e-08+1.0550613611701592e-09j)
46 30 (-4.4486706407701084e-08+2.5817722502056753e-09j)
46 31 (-9.235104078080731e-08+1.2137470781881524e-09j)
46 32 (-1.9169487276414578e-07-3.5026535432316716e-09j)
46 33 (-3.9190109877074505e-07+2.2695344588898058e-08j)
46 34 (-8.27592445825635e-07+4.510591519017298e-08j)
46 35 (-1.8434603555371617e-06+7.246363620032762e-08j)
46 36 (-4.125879879933306e-06-8.888925134797094e-08j)
46 37 (-9.38807591646995e-06-1.316368394250037e-07j)
46 38 (-2.103615898639119e-05-2.662738147640508e-07j)
46 39 (-4.9128202285232586e-05-9.799516363342373e-07j)
46 40 (-0.00011246183898627324-8.234067849672311e-07j)
46 41 (-0.00028226134853781993+1.7218357958068253e-06j)
46 42 (-0.0007675031053046087-7.617379252067327e-06j)
46 43 (-0.0022675407559130294-1.1051789568139888e-05j)
46 44 (-0.007193235409643362+2.7556828155097567e-05j)
46 45 (-0.025490235599641736-0.00010081271024118257j)
46 46 (-0.1001530118507643-4.9034279370082445e-06j)
46 47 (-0.41010574866031846+0.0003518255042501803j)
47 0 (-1.4713614509176583e-15+0.0004110520788876206j)
47 1 (0.40847863882066615-0.00024256667612034121j)
47 2 (0.09815970437759762+0.00013161462735714361j)
47 3 (0.024779221569238247+0.00014111873853447302j)
47 4 (0.0072366688495865755-3.2022908998304476e-05j)
47 5 (0.002326275085669561-6.215705907633642e-07j)
47 6 (0.0008040886332466749-1.0176501297902081e-05j)
47 7 (0.00030143490118158167-2.5918900454655347e-06j)
47 8 (0.00012395298603780916-2.7803972255961406e-06j)
47 9 (5.259779628102827e-05-2.575672715050729e-06j)
47 10 (2.457101042798908e-05-1.3920230087151942e-06j)
47 11 (1.083593772131162e-05-5.467103037978734e-07j)
47 12 (4.732768244470783e-06-2.0997923735952633e-07j)
47 13 (2.1608573582725367e-06-1.3404462362576072e-07j)
47 14 (9.45369175436308e-07-3.255075039153553e-08j)
47 15 (4.267337540627472e-07-1.783199917917967e-08j)
47 16 (2.026236710656376e-07-4.86530891611663e-09j)
47 17 (9.114126993703298e-08-7.405867183167161e-10j)
47 18 (4.449281216903564e-08-2.450082213487824e-09j)
47 19 (2.173359785405419e-08-9.967621569859012e-10j)
47 20 (1.0782976057157198e-08-3.6476968921884143e-10j)
47 21 (4.566991454678135e-09-2.150402185778701e-10j)
47 22 (1.9462329609268705e-09-1.90923854132834e-10j)
47 23 (6.534576238243672e-10-6.524676788492725e-11j)
47 24 (-4.287633412065497e-11+2.277846578433778e-11j)
47 25 (-8.727155954202616e-10+1.0149317497376855e-10j)
47 26 (-2.09483410165167e-09+2.459750486496723e-10j)
47 27 (-4.834889938495517e-09+6.57159775069913e-10j)
47 28 (-9.746201893524774e-09+1.032618645823564e-09j)
47 29 (-1.9572920819103287e-08+1.0343454144832075e-09j)
47 30 (-4.0472518168257304e-08+1.7991995761395857e-09j)
47 31 (-9.286618249545145e-08-2.6705092738829876e-09j)
47 32 (-2.0870062806837013e-07-2.0081927246755027e-09j)
47 33 (-4.47523168677893e-07-5.109352534708901e-09j)
47 34 (-9.506701980272016e-07+1.2132427573284637e-08j)
47 35 (-2.122225245738498e-06+4.151979925562632e-08j)
47 36 (-4.705626019863143e-06+1.8078443142265384e-07j)
47 37 (-1.0481997478067937e-05+2.654436580319262e-07j)
47 38 (-2.35400173829704e-05+7.384331874316352e-07j)
47 39 (-5.203420312124753e-05+6.44101903388944e-07j)
47 40 (-0.00012020156000919041-1.5676353388557735e-07j)
47 41 (-0.00029655035214343315+3.6676383749767864e-06j)
47 42 (-0.0008196686713851874-2.8723788965203183e-06j)
47 43 (-0.0023652984697896343+1.5609777800252027e-05j)
47 44 (-0.007670046198725315+1.7279051470017303e-05j)
47 45 (-0.02703405812257999+0.00018203442984538788j)
47 46 (-0.10288591105190989+0.00040039068622047723j)
47 47 (-0.4155323142618703+0.0003034847658205592j)
48 0 (-8.210096810707486e-15+8.402018677417628e-05j)
48 1 (0.4075864174703738-0.0005387166054575692j)
48 2 (0.09951403485424229-0.000771870786401841j)
48 3 (0.02595706882137558-0.0002431174785694463j)
48 4 (0.007475223978336378-0.00011095197993190561j)
48 5 (0.0023712091862255944-3.641833718718017e-05j)
48 6 (0.0008283477622940688-9.988284927757888e-06j)
48 7 (0.0003026845645850089+2.7714815864073567e-06j)
48 8 (0.00012281742452845628+2.2088610244710738e-06j)
48 9 (5.2151550823405865e-05-1.9724753587237189e-07j)
48 10 (2.30721546738718e-05-5.460594001948132e-07j)
48 11 (1.029561338354866e-05-5.015580992470394e-07j)
48 12 (4.669551978781769e-06-1.1802274216557172e-07j)
48 13 (2.1385512564787476e-06-2.065611017890517e-08j)
48 14 (9.78692869055985e-07-1.840423759488863e-08j)
48 15 (4.1715230740330135e-07-9.710766582904576e-09j)
48 16 (1.8404367912121222e-07-7.793754725990033e-10j)
48 17 (8.44295430431965e-08-2.6738094212560876e-09j)
48 18 (3.97763579231674e-08-5.948178792854842e-10j)
48 19 (2.002757863385531e-08+3.609738190392591e-10j)
48 20 (9.74477522789223e-09+8.864012093138197e-10j)
48 21 (4.2427991508717185e-09+4.679046067430607e-10j)
48 22 (1.8104553667679611e-09+1.3701967636844848e-10j)
48 23 (7.909371567457883e-10+8.36633723178917e-11j)
48 24 (9.190077327152683e-11+4.439125789453787e-11j)
48 25 (-5.829704573610062e-10+2.628620258118944e-12j)
48 26 (-1.7318828154911363e-09+2.1461217619235218e-10j)
48 27 (-3.819008365088067e-09+7.804429559720598e-10j)
48 28 (-9.072882344335528e-09+7.468959775939909e-10j)
48 29 (-1.945240298766794e-08+2.683986742181465e-09j)
48 30 (-4.1316214005331615e-08+6.514495391352835e-09j)
48 31 (-8.789585777490984e-08+6.3748564916095826e-09j)
48 32 (-1.8689484032891788e-07+6.715318805307291e-09j)
48 33 (-3.7946234842617423e-07+1.0142616677085372e-08j)
48 34 (-8.266818655392784e-07+4.022514020258684e-08j)
48 35 (-1.82228371146115e-06+5.984749627031364e-08j)
48 36 (-4.130087600085161e-06+2.91397774437964e-07j)
48 37 (-9.307724725159271e-06+4.935675523994075e-07j)
48 38 (-2.1577277267355695e-05+1.0380104542473915e-06j)
48 39 (-5.3869240602846297e-05+2.0850667530879484e-06j)
48 40 (-0.00013066051912723542+4.827318405701707e-06j)
48 41 (-0.0003179760170166886+8.155481834671907e-06j)
48 42 (-0.0008605550796482785+1.7758647753004058e-06j)
48 43 (-0.002397561168540987+7.295189146390753e-06j)
48 44 (-0.007492854865919831-0.0001352004602099856j)
48 45 (-0.025552745881982572-0.000267123529046356j)
48 46 (-0.09995108051838532-0.0005579430699537734j)
48 47 (-0.41394726832321727-0.0007310718984224723j)
49 0 (-1.0639148863658167e-15+0.0002393957779972911j)
49 1 (0.4100421027319681-0.0003063539262826318j)
49 2 (0.09793601582085032-0.00026373034170438744j)
49 3 (0.02503000507660159-9.938601774995705e-05j)
49 4 (0.007094998847257319+5.26371395076825e-05j)
49 5 (0.0022597469184656165+6.449739367387741e-05j)
49 6 (0.0007935514974699472+1.930864981053224e-05j)
49 7 (0.0002911005495438104+9.305814026009675e-06j)
49 8 (0.00011514540930560304+4.361202923678017e-06j)
49 9 (4.76456947084732e-05+1.6426725687475961e-06j)
49 10 (2.0335307964367828e-05+7.115024132119878e-07j)
49 11 (8.870962117531184e-06+6.239369080379152e-07j)
49 12 (3.8408688465770046e-06+1.816499159778673e-07j)
49 13 (1.7148022006779779e-06+2.4969148807765444e-08j)
49 14 (7.877766321283566e-07-6.493825794339985e-08j)
49 15 (3.5304149260432344e-07-4.2936628770637725e-08j)
49 16 (1.57685282822522e-07-1.8318947318417598e-08j)
49 17 (7.038136294862023e-08-5.48125705245998e-09j)
49 18 (3.5324491160479094e-08-4.388784708704356e-09j)
49 19 (1.6171966952694494e-08-2.5602364305645717e-09j)
49 20 (7.0659987346733464e-09-7.731477768401397e-10j)
49 21 (3.000425309704616e-09-3.159126157826634e-10j)
49 22 (1.108395154376137e-09-2.5585113762740107e-11j)
49 23 (3.38071315675164e-10-7.1174103511557166e-12j)
49 24 (-9.019648602429533e-11+4.432770792464727e-12j)
49 25 (-6.988918930625904e-10-1.331878835210335e-10j)
49 26 (-1.555562604979038e-09-4.616672027790332e-10j)
49 27 (-3.6340269347163844e-09-9.581162683659729e-10j)
49 28 (-8.288641284610969e-09-1.0502935480266874e-09j)
49 29 (-1.6446596822564867e-08-2.7296733888826893e-09j)
49 30 (-3.398270738069007e-08-4.063424325079518e-09j)
49 31 (-7.069288570355182e-08-6.266623571843237e-09j)
49 32 (-1.4858261695303818e-07-1.7818142033534676e-08j)
49 33 (-3.412072814405911e-07-3.3978243553165556e-08j)
49 34 (-7.633025153809706e-07-2.874485821162696e-08j)
49 35 (-1.6655030919509178e-06-1.312951411531141e-07j)
49 36 (-3.7818757564287802e-06-2.4273375264399773e-07j)
49 37 (-8.475974565504588e-06-2.9576793170122683e-07j)
49 38 (-2.0580282914093655e-05-6.670418232611716e-07j)
49 39 (-4.764550580579776e-05-2.212420422747512e-06j)
49 40 (-0.00011536143526978965-4.0960665552956225e-06j)
49 41 (-0.00029699787400264263-2.9485934426747487e-06j)
49 42 (-0.0008232908054818163-1.1918460737748868e-05j)
49 43 (-0.002420440457189718-4.3344936144430174e-05j)
49 44 (-0.007515780663218253-0.0001479065207239953j)
49 45 (-0.026230254845178397-0.00045614466282692487j)
49 46 (-0.10252573099616553-0.00014601442840799834j)
49 47 (-0.41516543691548674-0.00016755646452565128j)
50 0 (-4.6399541584678065e-15+0.0002652290821728077j)
50 1 (0.4105821904453279+3.2041740174259375e-05j)
50 2 (0.10196788476791083-0.0001391903674410964j)
50 3 (0.026537199031218577-0.0001460841192732414j)
50 4 (0.007452449602449513+1.4587554054133796e-05j)
50 5 (0.0023365304611040554-2.2767094691970015e-05j)
50 6 (0.0008345552969320867-1.1935208020965713e-05j)
50 7 (0.00031964174230707514-2.1244423081628375e-07j)
50 8 (0.00012894045911452767+4.998881075346989e-07j)
50 9 (5.319448377380965e-05+6.445616689232931e-07j)
50 10 (2.258817129194573e-05-1.228465943564459e-07j)
50 11 (9.670579874876763e-06-4.9441367771095544e-08j)
50 12 (4.421519198510215e-06+1.6103098874027484e-08j)
50 13 (2.0277000922362345e-06-1.3362286293035388e-08j)
50 14 (9.036006087545327e-07+1.8204339338359647e-08j)
50 15 (4.249002517883388e-07+4.7983125013312195e-09j)
50 16 (1.9597236964454987e-07-6.9220706471482345e-09j)
50 17 (8.735156601245669e-08-1.8651796982660407e-09j)
50 18 (4.22899051449486e-08+1.6508869495264409e-09j)
50 19 (1.9725582684402945e-08+1.1590006961453268e-09j)
50 20 (9.049288597441745e-09+4.2693894642910896e-10j)
50 21 (4.542911933635447e-09-2.6582681408119836e-10j)
50 22 (2.0629651505797205e-09-2.0573821008261148e-10j)
50 23 (7.279717104614579e-10+8.526679439420986e-11j)
50 24 (5.3023945028083206e-11+2.628529865598059e-10j)
50 25 (-7.120740462359398e-10+3.408931278179235e-10j)
50 26 (-1.9429058833814566e-09+5.627097826855405e-10j)
50 27 (-4.318864485125614e-09+6.318140750795434e-10j)
50 28 (-8.526074989789511e-09+5.684604131418221e-10j)
50 29 (-1.7654843819017033e-08+6.004696644569458e-10j)
50 30 (-3.767380031505296e-08-7.207547363295209e-10j)
50 31 (-8.02849135602681e-08+6.492341574286928e-09j)
50 32 (-1.7703546746712228e-07+1.4655035177602522e-08j)
50 33 (-3.70125391759019e-07+1.5570967367964956e-08j)
50 34 (-7.479827387284339e-07+2.315478265291343e-08j)
50 35 (-1.5731833467883304e-06+8.239876967870334e-08j)
50 36 (-3.7974965018067417e-06-4.3151989100961524e-08j)
50 37 (-8.62525041099023e-06-1.1389874005428259e-07j)
50 38 (-2.0754972262096348e-05-9.404899349665965e-08j)
50 39 (-5.005343867482189e-05-6.642964519246436e-07j)
50 40 (-0.00011644489123028713-3.173869244056547e-06j)
50 41 (-0.0002771822281270634-3.85439429323718e-06j)
50 42 (-0.000741143323553892-1.584485557192378e-05j)
50 43 (-0.002089274173088311-1.4028947749120171e-05j)
50 44 (-0.006796626766811106-1.5018472226174016e-05j)
50 45 (-0.02353948348408412-1.1482948580526478e-05j)
50 46 (-0.09470349043655642-7.598100153436061e-05j)
50 47 (-0.4044438054433194+0.00023421293168624413j)
51 0 (-3.7081098986114776e-14+0.0005440677735957599j)
51 1 (0.40924836590184943+0.0013586317988667396j)
51 2 (0.09677433415662341+0.0006513069550014776j)
51 3 (0.025751415573210788+0.00022797265786773485j)
51 4 (0.007389168653380445+5.923342002389398e-05j)
51 5 (0.002393688270794774+4.789985261975191e-05j)
51 6 (0.0008249763431870935+1.4268354950461104e-05j)
51 7 (0.000302979414762776+8.117453747914266e-06j)
51 8 (0.00011920107877589741+4.2925191403050745e-06j)
51 9 (4.820620675808276e-05+1.7760764153132287e-06j)
51 10 (2.0309561917740242e-05+1.8581012025556584e-06j)
51 11 (9.143079850048659e-06+1.3154745232453096e-06j)
51 12 (4.184022613694963e-06+5.485071850981369e-07j)
51 13 (1.870931161159524e-06+2.839738322580865e-07j)
51 14 (8.325332177645699e-07+1.2720601987006475e-07j)
51 15 (3.957982258468962e-07+7.298267754342776e-08j)
51 16 (1.6535828574076506e-07+3.7032259466642816e-08j)
51 17 (7.129660537863949e-08+1.9219446613601955e-08j)
51 18 (3.375212499920501e-08+7.423997649573347e-09j)
51 19 (1.579154130091623e-08+2.783856737713916e-09j)
51 20 (7.68769169280435e-09+1.1327825422697311e-09j)
51 21 (3.967055698863221e-09+7.157598742788592e-10j)
51 22 (2.0733830515283087e-09+3.916939438009688e-10j)
51 23 (9.299358143614898e-10+1.7112951581412359e-10j)
51 24 (1.849424818820097e-10+6.013046106016615e-11j)
51 25 (-3.3375638748808553e-10-1.874901213056351e-11j)
51 26 (-1.0082285047315578e-09+9.748855631739286e-12j)
51 27 (-2.6452847364921928e-09-2.551983498101311e-10j)
51 28 (-6.1544104987470325e-09-8.29035573221021e-10j)
51 29 (-1.569740767671881e-08-3.4196853586014846e-10j)
51 30 (-3.478928324113445e-08-1.038302799762823e-09j)
51 31 (-7.213145850956009e-08-3.1874722214191635e-09j)
51 32 (-1.5724351347128165e-07+1.4044730688823723e-09j)
51 33 (-3.593472271786619e-07-3.0176772652278663e-09j)
51 34 (-8.28809722239734e-07-1.7106366178081168e-08j)
51 35 (-1.7925843946812215e-06-5.1700421038123337e-08j)
51 36 (-4.020508415554904e-06-7.758471893903119e-09j)
51 37 (-9.385822478172787e-06-5.613422919013604e-08j)
51 38 (-2.109116599013849e-05-1.0719313122310671e-08j)
51 39 (-5.0743860772280695e-05-3.012557184035639e-09j)
51 40 (-0.00012655697502994226+1.3219977946153204e-06j)
51 41 (-0.00031096347161843873+1.0405792014706155e-05j)
51 42 (-0.0007996109486714055+2.3474350558217843e-05j)
51 43 (-0.0022731464258657127+5.074564406455058e-05j)
51 44 (-0.007099799664463332+2.2112749771285965e-05j)
51 45 (-0.025307050879834737+6.0979370967426564e-05j)
51 46 (-0.10093841971529201-0.0004117892269383559j)
51 47 (-0.41308376330772334+0.00023932607653409752j)
52 0 (7.511856635583191e-15+0.0004393237942260589j)
52 1 (0.41308052299671244+0.00025448699568541726j)
52 2 (0.10154274874801317+0.000713121285447446j)
52 3 (0.026430976253666846+0.0002551373757236194j)
52 4 (0.0077845566653063705+0.00011597794752154337j)
52 5 (0.002492152936162933+5.087221496596627e-05j)
52 6 (0.0008596996900520276+1.4668354263713199e-05j)
52 7 (0.0003157506004563038-5.331603104080294e-06j)
52 8 (0.00012406589285322592-3.3268032001013846e-06j)
52 9 (5.2974839485866826e-05-1.321818545188803e-06j)
52 10 (2.1984383309495613e-05-6.235154187224814e-07j)
52 11 (9.45706467253632e-06-2.3563625771531783e-07j)
52 12 (4.268593516739986e-06-7.013174468780122e-08j)
52 13 (2.0540203207230538e-06+2.2374461961350066e-08j)
52 14 (9.446578001464657e-07+8.580905193453321e-09j)
52 15 (4.180605927064808e-07+1.7722746409066773e-09j)
52 16 (1.8256324759867128e-07-6.626556344472646e-10j)
52 17 (7.116613406310564e-08+1.4852236510519151e-09j)
52 18 (2.9485348727389068e-08+9.306702737400814e-10j)
52 19 (1.2490530646188468e-08+2.089776169053528e-09j)
52 20 (6.477489639453762e-09+8.141631505501514e-10j)
52 21 (3.1483789037176775e-09-1.3110898711576415e-10j)
52 22 (1.4407618044954308e-09-1.0754928282158208e-10j)
52 23 (5.67947637715063e-10-3.502740899398652e-11j)
52 24 (-1.0243192097226648e-10-6.766210587800437e-11j)
52 25 (-1.0123298987091565e-09-9.450736576765824e-11j)
52 26 (-2.324161471914592e-09-2.0740030739511872e-10j)
52 27 (-5.361792691292749e-09-4.5885460482185354e-10j)
52 28 (-1.0865908538666154e-08-2.8166633839425637e-10j)
52 29 (-2.1040617728046408e-08+4.834432327978303e-10j)
52 30 (-3.8835125664918336e-08+9.564189450631282e-10j)
52 31 (-8.247118436134419e-08+3.6311297524132142e-09j)
52 32 (-1.763169520386255e-07+1.1797763725326404e-08j)
52 33 (-3.5700461291436315e-07+3.493628636042747e-08j)
52 34 (-7.758174838510486e-07+1.1081199882718264e-07j)
52 35 (-1.8029894971307006e-06+2.2023595561530174e-07j)
52 36 (-3.952313445558204e-06+3.662515643662483e-07j)
52 37 (-9.10103809915569e-06+5.131724311139425e-07j)
52 38 (-2.1171072438349987e-05+6.45855135337702e-07j)
52 39 (-4.8787268705373035e-05+1.001877281339242e-06j)
52 40 (-0.0001171485178868026+3.548544373811075e-07j)
52 41 (-0.0003010143231994629-3.1375423132104374e-06j)
52 42 (-0.000817757567432357-1.6639534664058982e-05j)
52 43 (-0.002366595082611374-4.826233961805432e-05j)
52 44 (-0.007419011915713845-7.891054802902441e-05j)
52 45 (-0.02592917245901173-0.00018086266687654653j)
52 46 (-0.09994859795377467-0.0002266042323787098j)
52 47 (-0.409995056502495-0.0003637725148194676j)
53 0 (-8.017786873879343e-15+0.00028712598502207936j)
53 1 (0.41098425542724254-0.0002712088991251492j)
53 2 (0.10094545283777397+0.00010518321608216717j)
53 3 (0.026461644443095973-7.73207409244569e-05j)
53 4 (0.007646023341840074-1.90214244729323e-05j)
53 5 (0.002395429544240224-3.307513717517678e-05j)
53 6 (0.0008069635019061675-1.1522924010807561e-05j)
53 7 (0.0002981764205414832-4.493943310307834e-06j)
53 8 (0.00011730053150637871+1.1327647647026192e-06j)
53 9 (4.731568566788493e-05+5.776770802565632e-07j)
53 10 (1.986455309994273e-05+3.2603921638687763e-07j)
53 11 (8.617037061049827e-06+2.335065308942309e-08j)
53 12 (3.819623225022098e-06-1.4935165779968338e-07j)
53 13 (1.6551019223382925e-06-1.1432961739875403e-07j)
53 14 (7.506617783737077e-07-6.291604240119166e-08j)
53 15 (3.488382492003805e-07-2.986560315306095e-08j)
53 16 (1.4838461964526206e-07-1.394450645181572e-08j)
53 17 (6.690264780480444e-08-1.26987062694042e-08j)
53 18 (3.035479305818984e-08-7.612147734180335e-09j)
53 19 (1.5021118125089823e-08-4.375680273689093e-09j)
53 20 (6.672544699032335e-09-2.5714332601503803e-09j)
53 21 (2.708015456455003e-09-1.155716697948992e-09j)
53 22 (1.1657237759492346e-09-4.1217622599430217e-10j)
53 23 (3.282856262096244e-10-1.7962078713518617e-10j)
53 24 (-1.3043107552333904e-10-4.424359292558763e-11j)
53 25 (-6.298659584453155e-10+1.0683052358335414e-10j)
53 26 (-1.6870907783117312e-09+2.823536037439101e-10j)
53 27 (-4.6020293352265715e-09+2.988447762328364e-10j)
53 28 (-9.893920558331315e-09+1.304010290451789e-09j)
53 29 (-1.9104659957852758e-08+4.3435802238663466e-10j)
53 30 (-3.619564745449006e-08-5.912374921089041e-10j)
53 31 (-7.133643084192012e-08+3.8618022969152367e-10j)
53 32 (-1.394561985885126e-07-3.3024131514121633e-10j)
53 33 (-3.0295476002359405e-07+9.664644745724726e-09j)
53 34 (-6.605604059204373e-07-2.988594148581236e-08j)
53 35 (-1.4891346781614941e-06-6.444712739826938e-08j)
53 36 (-3.3559560407043506e-06+5.4634509399286175e-09j)
53 37 (-7.58106892007986e-06-1.8759828791179385e-07j)
53 38 (-1.795236081590729e-05-1.697107446809807e-08j)
53 39 (-4.277277048794756e-05-3.9632249575386175e-07j)
53 40 (-0.00010436650017038377+5.7108552671692205e-09j)
53 41 (-0.00027747094324500926+2.3118692357574873e-07j)
53 42 (-0.0007782320157307148-6.244494716797602e-06j)
53 43 (-0.002267942100903693-1.5402975000870858e-05j)
53 44 (-0.007424418183292525+1.410812097680705e-05j)
53 45 (-0.0261123493016363-0.00020382751008976785j)
53 46 (-0.09877717937326247-0.001065302667156894j)
53 47 (-0.41071741781881504-0.0007365640781302901j)
54 0 (-3.978953363353074e-15+0.0001272337284243629j)
54 1 (0.4070311803486074-9.35317653351505e-05j)
54 2 (0.09670688156917506-0.000191874575788629j)
54 3 (0.02539167227654453-0.00044001816283151935j)
54 4 (0.007216478736203892-0.00019030197691407799j)
54 5 (0.002358896554795406-3.8310498009543845e-05j)
54 6 (0.0008274256257181769-1.595213809341856e-05j)
54 7 (0.00031475444885846574-9.936101954268442e-06j)
54 8 (0.00012979407828017723-7.955447585051327e-06j)
54 9 (5.240402889220502e-05-3.191578974967867e-06j)
54 10 (2.2348549602306194e-05-1.1126999466196473e-06j)
54 11 (9.21398275526757e-06-4.590919547406087e-07j)
54 12 (3.874377810622924e-06-4.208317126092492e-08j)
54 13 (1.8042629390480034e-06-8.991695965634675e-09j)
54 14 (8.067753596765388e-07-6.700135593921653e-10j)
54 15 (3.5668620161116427e-07+1.5928018960653627e-08j)
54 16 (1.6339818990728753e-07+4.556576594357753e-09j)
54 17 (7.22733824342766e-08+3.2790117124316267e-09j)
54 18 (3.257213655288127e-08+2.0026172196783813e-09j)
54 19 (1.5067584932365858e-08+9.90747239723873e-10j)
54 20 (7.042216345361262e-09+1.39549618078663e-09j)
54 21 (3.187068019246669e-09+4.65984994271919e-10j)
54 22 (1.5955640341456102e-09+2.2539194004186577e-10j)
54 23 (5.704170631631282e-10+1.1067167369176731e-10j)
54 24 (-1.9992819926763638e-10+4.580643885641768e-11j)
54 25 (-8.807907678210904e-10-1.2778934324080582e-10j)
54 26 (-2.012525003496399e-09-4.799554405911892e-10j)
54 27 (-4.490870807661126e-09-8.438124449107197e-10j)
54 28 (-9.412847038646491e-09-1.0941920362742058e-09j)
54 29 (-1.7389202432388045e-08-2.151598039743324e-09j)
54 30 (-3.48969574845786e-08-4.3904695236916496e-09j)
54 31 (-7.53551540746576e-08-1.2345074464130929e-08j)
54 32 (-1.629709413852334e-07-1.7945274007404707e-08j)
54 33 (-3.1775681683368545e-07-5.3479823697884785e-08j)
54 34 (-6.93771835243659e-07-9.649653530972739e-08j)
54 35 (-1.7029650173094939e-06-1.9044028085768162e-07j)
54 36 (-3.9690377673928496e-06-3.412342901120913e-07j)
54 37 (-9.196390662415992e-06-5.623837455063396e-07j)
54 38 (-2.192462443068439e-05-8.053077379143536e-07j)
54 39 (-5.1217468262771915e-05-2.5175769898990354e-06j)
54 40 (-0.00012919735036022367-6.0570034342512174e-06j)
54 41 (-0.000329360497941026-1.3725942733575737e-05j)
54 42 (-0.0008313855919036903-2.862864794559653e-05j)
54 43 (-0.0023180590919048014-4.9850446502574794e-05j)
54 44 (-0.007320627817493942-5.9562009934602034e-05j)
54 45 (-0.025442788814766085+7.626097538931972e-05j)
54 46 (-0.09938975197735826-0.0004127916184919801j)
54 47 (-0.408935691066016-0.0008958616525939189j)
55 0 (5.030538096984828e-15-0.0002784030768437314j)
55 1 (0.4096886186603375+0.0008362916254557888j)
55 2 (0.09892857518019939+1.4148506117569882e-05j)
55 3 (0.025520454768018657-0.00023421145583519908j)
